route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,2,605448,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338901,45278,0,0
1,2,605449,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338899,45277,0,0
1,2,605450,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338893,45279,0,0
1,2,605451,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338896,45278,0,0
1,2,605452,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338889,45278,0,0
1,2,605453,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338895,45277,0,0
1,2,605454,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338894,45279,0,0
1,2,605455,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338897,45277,0,0
1,3,605456,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338902,45272,0,0
1,3,605457,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338903,45273,0,0
1,3,605458,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338904,45273,0,0
1,3,605459,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338905,45273,0,0
1,3,605460,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338906,45272,0,0
1,3,605461,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338907,45273,0,0
1,3,605462,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338908,45272,0,0
1,3,605463,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338909,45273,0,0
1,3,605464,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338910,45272,0,0
1,3,605465,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338911,45273,0,0
1,3,605466,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338903,45272,0,0
1,3,605467,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338902,45273,0,0
1,3,605468,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338912,45272,0,0
1,3,605469,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338913,45273,0,0
1,3,605470,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338914,45272,0,0
1,3,605471,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338904,45273,0,0
1,3,605472,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338906,45272,0,0
1,3,605473,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338905,45273,0,0
1,3,605474,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338908,45272,0,0
1,3,605475,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338907,45273,0,0
1,3,605476,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338910,45272,0,0
1,3,605477,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338909,45273,0,0
1,3,605478,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338907,45273,0,0
